VARIABLE1_LABEL,VARIABLE2_LABEL,EFFECT,EFFECT_L95,EFFECT_U95,N,P,P_ADJ,Drug1,Drug2,Drug1_N,Drug1_LCI95,Drug1_UCI95,Drug1_OR,Drug1_P,Drug1_PFDR,Drug2_N,Drug2_LCI95,Drug2_UCI95,Drug2_OR,Drug2_P,Drug2_PFDR,Interaction_Event_N,Name,Type,Magnitude
A10AE04,A06AD11,0.000382375,1.21E-20,1.21203E+13,763,0.685,1,A02BD03,A02BC03,6812,0.882842232,2.882476353,1.595234107,0.122,0.254450661,437068,1.724407762,1.96809371,1.842225847,2.26E-73,1.53E-72,0,"lansoprazole, amoxicillin and metronidazole / lansoprazole",++ -,NORMAL
A02BA07,A02BC05,0.001264704,3.28E-25,4.88109E+18,164,0.792,1,A02BD03,A06AC01,6812,0.79471907,2.594487427,1.435927796,0.231,0.427439345,216101,1.510013596,1.834239525,1.664249567,1.01E-24,3.63E-24,0,"lansoprazole, amoxicillin and metronidazole / ispaghula (psylla seeds)",++ -,NORMAL
A02BA04,A07EC01,0.00313207,5.44E-23,1.80487E+17,72,0.804,1,A02BD03,A03FA01,6812,0.780803525,2.549016282,1.410773156,0.254,0.456590284,72453,1.581209085,2.169287078,1.852051953,2.17E-14,5.82E-14,0,"lansoprazole, amoxicillin and metronidazole / metoclopramide",++ -,NORMAL
A01AC01,A02BC05,1.960830765,0.597089246,6.439334348,1388,0.267,1,A02BD03,A02BC02,6812,0.347400329,2.006733017,0.834948926,0.687,0.878514087,770822,2.293030117,2.511277379,2.399673866,0,0,6,"lansoprazole, amoxicillin and metronidazole / pantoprazole",-+ +,NORMAL
A06AD12,A10AD01,0.001094516,1.31E-25,9.17198E+18,159,0.791,1,A02BD03,A06AD11,6812,0.803106569,2.621882907,1.451086278,0.217,0.406473845,412188,1.800570969,2.056904905,1.924474801,7.85E-83,6.35E-82,0,"lansoprazole, amoxicillin and metronidazole / lactulose",++ -,NORMAL
A07EC03,A02BC02,0.000330913,7.60E-30,1.44E+22,316,0.79,1,A02BD03,A02BC01,6812,0.824455623,2.691643263,1.48967796,0.187,0.361301166,334991,2.136432093,2.446704708,2.286311103,2.76E-126,2.53E-125,0,"lansoprazole, amoxicillin and metronidazole / omeprazole",++ -,NORMAL
A10AB01,A02BC05,0.503871045,0.120012685,2.115493294,1308,0.349,1,A10BA02,A02BC04,1658920,1.086918271,1.187409481,1.136053282,1.56E-08,1.27E-07,12177,1.616774011,3.352807663,2.328246614,5.57E-06,1.06E-05,2,metformin / rabeprazole,++ -,NORMAL
A01AC01,A10BB01,0.65415624,0.577049447,0.741566236,371070,3.30E-11,2.54E-08,A10BA02,A10BB12,1658920,1.083018904,1.196727395,1.138454387,3.56E-07,2.48E-06,756692,1.475304167,1.71598939,1.591102228,2.03E-33,8.49E-33,499,metformin / glimepiride,++ -,NORMAL
A09AA02,A10AD04,0.669328152,0.206681249,2.167589838,1778,0.503,1,A10BA02,A01AB09,1658920,1.086849424,1.187358733,1.135993026,1.60E-08,1.31E-07,19813,1.418288547,2.639259306,1.934743199,3.10E-05,5.60E-05,3,metformin / miconazole,++ -,NORMAL
A02BA03,A10AD01,0.429123934,0.157214739,1.171310983,4195,0.0987,1,A10BA02,A06AC51,1658920,1.08869942,1.18941172,1.137941936,1.03E-08,8.51E-08,47769,1.37553308,2.106980497,1.702416334,1.00E-06,1.97E-06,4,"metformin / ispaghula, combinations",++ -,NORMAL
A07EC01,A02BD02,4.025111837,0.362834429,44.65266804,162,0.257,1,A10BA02,A02BD02,1658920,1.085880759,1.186248184,1.13495554,1.99E-08,1.61E-07,1635,0.295417584,4.732360705,1.182380043,0.813,0.847733685,1,"metformin / lansoprazole, tetracycline and metronidazole",++ +,LARGE_INCREASE
A10AE05,A02BC05,0.000468039,7.43E-28,2.95E+20,997,0.784,1,A10BA02,A02BD07,1658920,1.086837806,1.187274162,1.135946497,1.58E-08,1.29E-07,7760,0.346731134,1.719488642,0.772140043,0.527,0.577122143,0,"metformin / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A02BD07,A10AD04,0.23290409,0.052531219,1.03261101,2827,0.0551,0.911150434,A10BA02,A10AD04,1658920,1.087466492,1.188005037,1.136624683,1.37E-08,1.12E-07,7701,1.349682641,4.010178757,2.326471288,0.00237,0.003807767,2,metformin / Insulin lispro ,++ -,NORMAL
A04AA02,A10AE04,0.782775296,0.628831619,0.97440578,155770,0.0284,0.622197438,A10BA02,A10BB01,1658920,1.107779684,1.214040029,1.159693442,2.29E-10,2.00E-09,309487,0.854037607,1.150138122,0.991090919,0.906,0.924425132,161,metformin / glibenclamide,-+ -,NORMAL
A07EC01,A01AB09,1.062427218,0.710201992,1.589338819,39173,0.768,1,A10BA02,A10BB07,1658920,1.087044475,1.188586629,1.136682246,1.87E-08,1.51E-07,86470,0.665288758,1.172475909,0.883195925,0.39,0.442909987,48,metformin / glipizide,-+ +,NORMAL
A08AX01,A10BA02,1.103039759,0.667971798,1.821479163,8264,0.702,1,A10BA02,A02BA02,1658920,1.085422098,1.186137283,1.134662777,2.39E-08,1.92E-07,109219,1.232119102,1.672609523,1.435567534,3.54E-06,6.78E-06,17,metformin / ranitidine,++ +,NORMAL
A07EA02,A01AB09,0.00078012,1.47E-22,4.13316E+15,218,0.745,1,A10BA02,A04AA01,1658920,1.086693583,1.187117007,1.135795947,1.63E-08,1.33E-07,2258,1.71009429,6.858093954,3.424614914,0.000512,0.000858901,0,metformin / ondansetron,++ -,NORMAL
A03FA02,A02BC01,0.964170943,0.797556568,1.165592064,47880,0.706,1,A10BA02,A02BC05,1658920,1.082317452,1.185487547,1.132728503,8.07E-08,6.10E-07,524626,2.036800839,2.294016758,2.161586283,2.05E-142,1.89E-141,126,metformin / esomeprazole,++ -,NORMAL
A03FA01,A06AD11,1.061792347,0.861963932,1.307946825,42671,0.573,1,A10BA02,A02BC03,1658920,1.077557814,1.179697693,1.127471715,2.07E-07,1.48E-06,437068,1.698671894,1.954714506,1.822201578,5.35E-63,3.10E-62,105,metformin / lansoprazole,++ +,NORMAL
A07EC01,A10BA02,0.732222034,0.497503336,1.077679422,17263,0.114,1,A10BA02,A06AC01,1658920,1.091063658,1.19259823,1.140701796,6.66E-09,5.55E-08,216101,1.540533585,1.88441029,1.703818459,3.50E-25,1.27E-24,28,metformin / ispaghula (psylla seeds),++ -,NORMAL
A07AA02,A02BC03,0.855530502,0.48370142,1.513190598,6236,0.592,1,A10BA02,A03FA01,1658920,1.086941069,1.187702752,1.136205483,1.64E-08,1.34E-07,72453,1.589112198,2.211228254,1.87453722,8.94E-14,2.37E-13,13,metformin / metoclopramide,++ -,NORMAL
A04AD12,A06AC01,0.837287855,0.717622421,0.976907816,77650,0.024,0.566388772,A10BA02,A02BC02,1658920,1.087309314,1.192888173,1.138875946,3.78E-08,2.99E-07,770822,2.326486606,2.559589189,2.440256127,1.26E-293,2.20E-292,197,metformin / pantoprazole,++ -,NORMAL
A06AD12,A10BB12,0.827570781,0.641404152,1.067772005,31704,0.145,1,A10BA02,A06AD11,1658920,1.093164114,1.195867858,1.143363384,4.96E-09,4.15E-08,412188,1.822998667,2.093373171,1.953513885,2.47E-80,1.92E-79,66,metformin / lactulose,++ -,NORMAL
A07EC01,A10AC01,1.098874494,0.887604216,1.360431971,31877,0.387,1,A10BA02,A02BC01,1658920,1.076152721,1.178031817,1.12594056,2.74E-07,1.93E-06,334991,2.098954751,2.424222811,2.255733581,1.51E-108,1.33E-107,100,metformin / omeprazole,++ +,NORMAL
A03FA02,A02BA02,0.661200648,0.089883309,4.863931959,429,0.685,1,A02BC04,A10BB12,12177,1.561340079,3.198254649,2.234628194,1.10E-05,6.16E-05,756692,1.302174316,1.462989717,1.380241875,2.04E-27,7.87E-27,1,rabeprazole / glimepiride,++ -,NORMAL
A07EC03,A06AC51,0.001959553,2.07E-21,1.85452E+15,87,0.768,1,A02BC04,A01AB09,12177,1.55674518,3.151864121,2.215095772,9.89E-06,5.59E-05,19813,1.395258808,2.539707915,1.882431894,3.48E-05,6.28E-05,0,rabeprazole / miconazole,++ -,NORMAL
A10AB02,A10AE02,0.000835117,1.60E-25,4.36782E+18,162,0.781,1,A02BC04,A06AC51,12177,1.567374764,3.173405991,2.230227896,8.30E-06,4.74E-05,47769,1.311120916,1.988839156,1.614809158,6.53E-06,1.24E-05,0,"rabeprazole / ispaghula, combinations",++ -,NORMAL
A10AB06,A02BA03,0.00635905,2.10E-48,1.92E+43,5,0.9246,1,A02BC04,A02BD02,12177,1.545016275,3.128095635,2.198399115,1.20E-05,6.68E-05,1635,0.511456234,4.927850671,1.587570453,0.4238,0.475956953,0,"rabeprazole / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A07DA03,A03CA02,0.005523505,1.05E-27,2.92E+22,46,0.858,1,A02BC04,A02BD07,12177,1.549988063,3.138171543,2.205476917,1.11E-05,6.22E-05,7760,0.300923269,1.492161067,0.670094013,0.327,0.380248151,0,"rabeprazole / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A08AB01,A10AB04,0.006005479,1.17E-61,3.10E+56,3,0.9409,1,A02BC04,A10AD04,12177,1.545079729,3.128224345,2.198489487,1.20E-05,6.68E-05,7701,1.012947994,2.79068676,1.681315126,0.04446,0.062952312,0,rabeprazole / Insulin lispro ,++ -,NORMAL
A07EC03,A10AB01,0.010767751,5.59E-19,2.07284E+14,39,0.813,1,A02BC04,A10BB01,12177,1.547777876,3.133714572,2.202338322,1.15E-05,6.42E-05,309487,0.839452041,1.041282834,0.934936897,0.221,0.275182756,0,rabeprazole / glibenclamide,-+ -,NORMAL
A04AA03,A06AC01,0.010543478,6.58E-31,1.69E+26,13,0.891,1,A02BC04,A10BB07,12177,1.545685058,3.129456995,2.199353295,1.19E-05,6.63E-05,86470,0.783000374,1.169359853,0.956874705,0.667,0.714804204,0,rabeprazole / glipizide,-+ -,NORMAL
A02BD02,A02BC03,1.408387142,0.190094163,10.43458834,197,0.738,1,A02BC04,A02BA02,12177,1.513698559,3.100549342,2.166401872,2.38E-05,0.000125951,109219,1.247042896,1.66976619,1.443007299,8.45E-07,1.68E-06,1,rabeprazole / ranitidine,++ +,NORMAL
A09AA02,A07EC02,0.206344501,0.028084409,1.516074407,846,0.121,1,A02BC04,A02BC05,12177,1.643451155,3.366570334,2.352189173,2.93E-06,1.82E-05,524626,2.041803647,2.286009604,2.16045892,2.21E-157,2.22E-156,1,rabeprazole / esomeprazole,++ -,NORMAL
A01AC01,A03FA02,0.436496762,0.059337989,3.210918087,485,0.416,1,A02BC04,A02BC03,12177,1.574710344,3.225638391,2.253762663,8.90E-06,5.06E-05,437068,1.722293082,1.965819919,1.840032078,5.13E-73,3.45E-72,1,rabeprazole / lansoprazole,++ -,NORMAL
A07EA06,A10AE04,0.4705909,0.063894062,3.465983956,497,0.459,1,A02BC04,A06AC01,12177,1.559707877,3.194879157,2.232280938,1.13E-05,6.32E-05,216101,1.509355126,1.833865603,1.663717058,1.23E-24,4.39E-24,1,rabeprazole / ispaghula (psylla seeds),++ -,NORMAL
A02BD03,A02BD02,0.794172452,0.107232329,5.881713943,271,0.822,1,A02BC04,A03FA01,12177,1.524057413,3.121783474,2.181232965,2.01E-05,0.000107869,72453,1.575380485,2.163491743,1.846164313,3.56E-14,9.48E-14,1,rabeprazole / metoclopramide,++ -,NORMAL
A10AB05,A02BC02,1.770781791,0.812229884,3.860567322,1077,0.151,1,A02BC04,A02BC02,12177,1.18313499,2.732300759,1.797965692,0.006,0.020765797,770822,2.289752231,2.507848447,2.396320424,0,0,9,rabeprazole / pantoprazole,++ +,NORMAL
A02BD07,A10BB01,0.732332829,0.174045234,3.081448196,569,0.671,1,A02BC04,A06AD11,12177,1.524743668,3.161680057,2.195621016,2.36E-05,0.00012503,412188,1.799195287,2.05562871,1.923142607,1.74E-82,1.38E-81,2,rabeprazole / lactulose,++ -,NORMAL
A07EA06,A06AD11,0.533971977,0.07251289,3.932074323,324,0.538,1,A02BC04,A02BC01,12177,1.557900579,3.191162335,2.229689138,1.17E-05,6.52E-05,334991,2.135121126,2.445391375,2.284996014,5.68E-126,5.13E-125,1,rabeprazole / omeprazole,++ -,NORMAL
A10AB04,A02BA04,0.343342988,0.047170202,2.499128748,946,0.291,1,A10BB12,A01AB09,756692,1.303284688,1.464239512,1.381419899,1.49E-27,3.26E-26,19813,1.438516952,2.637149421,1.947712542,1.62E-05,2.99E-05,1,glimepiride / miconazole,++ -,NORMAL
A10AD05,A07AA02,0.526253665,0.166062792,1.667700009,2185,0.275,1,A10BB12,A06AC51,756692,1.303939556,1.465119339,1.382181993,1.34E-27,2.95E-26,47769,1.335750583,2.040882952,1.651093757,3.53E-06,6.76E-06,3,"glimepiride / ispaghula, combinations",++ -,NORMAL
A10BD03,A10AD04,0.003575901,4.46E-23,2.86396E+17,71,0.81,1,A10BB12,A02BD02,756692,1.301809897,1.462508402,1.379821696,2.17E-27,4.70E-26,1635,0.540032381,5.203683646,1.67635249,0.371,0.423208231,0,"glimepiride / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A01AB09,A10BB07,0.001133206,2.24E-25,5.7431E+18,441,0.79,1,A10BB12,A02BD07,756692,1.302243752,1.462996427,1.380281839,1.92E-27,4.18E-26,7760,0.321325501,1.593397837,0.715541305,0.413,0.46518375,0,"glimepiride / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A06AC51,A02BC01,0.000436754,3.58E-22,5.33573E+14,635,0.716,1,A10BB12,A10AD04,756692,1.30310527,1.463965974,1.381195778,1.50E-27,3.28E-26,7701,1.118177427,3.080918205,1.856074673,0.0168,0.024955748,0,glimepiride / Insulin lispro ,++ -,NORMAL
A04AA02,A10BA02,1.131054843,0.559222326,2.287614419,4772,0.732,1,A10BB12,A10BB01,756692,1.299636134,1.460669198,1.377802043,5.61E-27,1.16E-25,309487,0.841991337,1.047203519,0.939008142,0.258,0.314287569,8,glimepiride / glibenclamide,-+ +,NORMAL
A10AE04,A04AA01,0.000303168,5.56E-26,1.6521E+18,1195,0.751,1,A10BB12,A10BB07,756692,1.303578889,1.464513075,1.381704862,1.33E-27,2.93E-26,86470,0.804312534,1.201262265,0.982949793,0.867,0.889776357,0,glimepiride / glipizide,-+ -,NORMAL
A01AC01,A10BB12,0.824203128,0.420414493,1.615812032,4748,0.573,1,A10BB12,A02BA02,756692,1.302786313,1.46424933,1.381160377,2.37E-27,5.11E-26,109219,1.256342109,1.693424067,1.458602058,7.19E-07,1.43E-06,9,glimepiride / ranitidine,++ -,NORMAL
A10AE05,A02BD07,4.450917008,0.887702612,22.31677809,118,0.0695,1,A10BB12,A04AA01,756692,1.299781063,1.460364086,1.377734947,4.14E-27,8.71E-26,2258,1.10055818,5.466171335,2.452720852,0.0282,0.040817843,2,glimepiride / ondansetron,++ +,LARGE_INCREASE
A10AB05,A10AC01,1.080682673,0.853601903,1.368172956,22498,0.519,1,A10BB12,A02BC05,756692,1.285926465,1.450455436,1.365715575,3.39E-24,6.07E-23,524626,2.020642757,2.270428224,2.141897371,9.77E-145,9.02E-144,79,glimepiride / esomeprazole,++ +,NORMAL
A10AB05,A02BC05,0.855740195,0.644165772,1.136805637,21600,0.282,1,A10BB12,A02BC03,756692,1.301129902,1.465618958,1.380927461,2.21E-26,4.35E-25,437068,1.72576695,1.977483402,1.847342821,7.12E-70,4.56E-69,53,glimepiride / lansoprazole,++ -,NORMAL
A01AB09,A10BB01,0.968586881,0.621668934,1.509099932,8313,0.888,1,A10BB12,A06AC01,756692,1.301149896,1.463278426,1.37983498,6.10E-27,1.25E-25,216101,1.506062472,1.838836838,1.664152383,1.51E-23,5.33E-23,21,glimepiride / ispaghula (psylla seeds),++ -,NORMAL
A10AC01,A02BA02,1.658234251,0.953353868,2.884281402,3036,0.0733,1,A10BB12,A03FA01,756692,1.294584768,1.455366178,1.372623359,2.82E-26,5.53E-25,72453,1.508175557,2.100911929,1.780040454,9.15E-12,2.27E-11,14,glimepiride / metoclopramide,++ +,NORMAL
A07EA06,A07AA09,0.692745438,0.560889774,0.855598129,38415,0.000655,0.049131331,A10BB12,A02BC02,756692,1.320197901,1.490816002,1.402915591,9.36E-28,2.08E-26,770822,2.329628416,2.556892675,2.440616691,0,0,99,glimepiride / pantoprazole,++ -,NORMAL
A07AA09,A10AB01,0.745641412,0.549143205,1.012451961,19873,0.06,0.957191651,A10BB12,A06AD11,756692,1.308687176,1.473549982,1.388674175,2.04E-27,4.43E-26,412188,1.818605936,2.084672291,1.947099741,1.43E-81,1.12E-80,45,glimepiride / lactulose,++ -,NORMAL
A07EC03,A02BC01,1.050134067,0.793701699,1.389415646,15044,0.732,1,A10BB12,A02BC01,756692,1.290691486,1.453994419,1.369911755,3.93E-25,7.27E-24,334991,2.116190412,2.434364631,2.269709032,1.91E-116,1.68E-115,55,glimepiride / omeprazole,++ +,NORMAL
A07EC01,A02BD07,2.1222822,0.286871863,15.70067449,139,0.461,1,A01AB09,A06AC51,19813,1.362430081,2.497531022,1.844643974,7.48E-05,0.000369285,47769,1.294329411,1.9679826,1.596000551,1.22E-05,2.27E-05,1,"miconazole / ispaghula, combinations",++ +,LARGE_INCREASE
A04AD12,A04AA01,0.007402734,1.59E-27,3.45E+22,17,0.866,1,A01AB09,A02BD02,19813,1.389401354,2.529038269,1.874526393,3.92E-05,0.000200531,1635,0.515319958,4.965155204,1.59957606,0.416,0.46792062,0,"miconazole / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A07EC01,A02BA02,0.006491415,6.55E-28,6.43E+22,45,0.864,1,A01AB09,A02BD07,19813,1.391137728,2.532201644,1.876870065,3.78E-05,0.000193723,7760,0.300923426,1.492161874,0.670094369,0.327,0.380248151,0,"miconazole / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A07EA02,A07EC01,0.007035451,3.09E-32,1.60E+27,12,0.886,1,A01AB09,A10AD04,19813,1.389335608,2.528918848,1.874437784,3.92E-05,0.000200531,7701,1.014268089,2.794327324,1.683507361,0.0439,0.062210874,0,miconazole / Insulin lispro ,++ -,NORMAL
A10AB05,A10BB12,3.209952239,0.437764197,23.53731405,157,0.251,1,A01AB09,A10BB01,19813,1.36045387,2.493923495,1.841973906,7.78E-05,0.000383402,309487,0.837217799,1.038840735,0.932596351,0.205,0.257560177,1,miconazole / glibenclamide,-+ +,NORMAL
A03BA03,A10BB07,0.012355773,6.42E-19,2.37834E+14,39,0.818,1,A01AB09,A10BB07,19813,1.39063692,2.531294339,1.876195982,3.82E-05,0.000195703,86470,0.783339398,1.169866751,0.957289254,0.67,0.717722054,0,miconazole / glipizide,-+ -,NORMAL
A09AA02,A10AD01,0.000395596,7.24E-25,2.16158E+17,483,0.748,1,A01AB09,A02BA02,19813,1.426273705,2.596206033,1.924292181,1.84E-05,9.95E-05,109219,1.257942538,1.683031311,1.45504525,4.42E-07,8.89E-07,0,miconazole / ranitidine,++ -,NORMAL
A10AD01,A10AC01,0.003831887,6.95E-26,2.11E+20,20,0.835,1,A01AB09,A04AA01,19813,1.389859162,2.529872116,1.875144245,3.88E-05,0.000198566,2258,1.543064437,6.186611395,3.089715202,0.00145,0.002358551,0,miconazole / ondansetron,++ -,NORMAL
A09AA02,A02BC02,0.612808575,0.257868894,1.456299532,2166,0.268,1,A01AB09,A02BC05,19813,1.348066046,2.571015717,1.861692507,0.000161,0.000750372,524626,2.03869549,2.283012199,2.157398126,3.12E-156,3.02E-155,6,miconazole / esomeprazole,++ -,NORMAL
A08AA10,A02BC03,1.012744321,0.425711671,2.409262255,1593,0.977,1,A01AB09,A02BC03,19813,1.290914446,2.461944506,1.782739389,0.000447,0.001909074,437068,1.71689643,1.960345166,1.834587043,5.90E-72,3.88E-71,6,miconazole / lansoprazole,++ +,NORMAL
A02BD03,A10BB12,0.000339898,7.75E-21,1.49034E+13,750,0.683,1,A01AB09,A06AC01,19813,1.452855869,2.644631296,1.960170426,1.06E-05,5.96E-05,216101,1.515258946,1.840616195,1.67003298,4.89E-25,1.77E-24,0,miconazole / ispaghula (psylla seeds),++ -,NORMAL
A10AB04,A03CA02,0.621716538,0.084820384,4.557058525,402,0.64,1,A01AB09,A03FA01,19813,1.383097193,2.535442764,1.872635514,4.96E-05,0.000250171,72453,1.578468729,2.167735297,1.849784414,2.95E-14,7.86E-14,1,miconazole / metoclopramide,++ -,NORMAL
A07EA06,A10AC01,0.832941951,0.409446442,1.694464094,2612,0.6139,1,A01AB09,A02BC02,19813,1.236716752,2.44977581,1.740597249,0.00148,0.005793395,770822,2.293625111,2.512146941,2.400400655,0,0,10,miconazole / pantoprazole,++ -,NORMAL
A10AD05,A06AD11,0.385667942,0.093030796,1.598822842,1220,0.189,1,A01AB09,A06AD11,19813,1.425935177,2.633289516,1.937756474,2.36E-05,0.00012503,412188,1.802364121,2.059252288,1.926531194,6.42E-83,5.21E-82,2,miconazole / lactulose,++ -,NORMAL
A07EC01,A10BB07,0.526420969,0.16229055,1.707548821,1163,0.285,1,A01AB09,A02BC01,19813,1.384713358,2.576640609,1.888890857,5.95E-05,0.000296768,334991,2.135602993,2.446315194,2.285685466,8.75E-126,7.84E-125,3,miconazole / omeprazole,++ -,NORMAL
A10AB04,A07AA09,0.008614251,3.98E-26,1.86E+21,19,0.862,1,A06AC51,A02BD02,47769,1.306321631,1.981554467,1.608896349,7.68E-06,4.41E-05,1635,0.516249373,4.974124571,1.602463319,0.415,0.466972724,0,"ispaghula, combinations / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A10AB01,A07EC02,0.007572041,2.04E-28,2.82E+23,43,0.871,1,A06AC51,A02BD07,47769,1.306758044,1.982217616,1.609434315,7.57E-06,4.36E-05,7760,0.301015031,1.492616434,0.670298428,0.327,0.380248151,0,"ispaghula, combinations / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A10BD03,A10AE05,10.1003999,1.27812777,79.81837224,35,0.0283,0.621220714,A06AC51,A10AD04,47769,1.290748411,1.962534411,1.591583542,1.38E-05,7.62E-05,7701,0.933166395,2.663750143,1.576617302,0.0889,0.119748861,1,"ispaghula, combinations / Insulin lispro ",++ +,LARGE_INCREASE
A03BA03,A06AD11,1.762509712,0.244076328,12.72733209,328,0.574,1,A06AC51,A10BB01,47769,1.297168408,1.972320836,1.599510012,1.11E-05,6.22E-05,309487,0.838165234,1.040019463,0.933653124,0.212,0.265202949,1,"ispaghula, combinations / glibenclamide",-+ +,NORMAL
A04AA03,A10BB12,0.00528802,2.30E-19,1.21797E+14,105,0.785,1,A06AC51,A10BB07,47769,1.308393716,1.984705473,1.611451572,7.16E-06,4.15E-05,86470,0.784377313,1.171439898,0.958567097,0.679,0.726399538,0,"ispaghula, combinations / glipizide",-+ -,NORMAL
A10AE04,A10BB07,0.000463809,7.97E-21,2.70067E+13,739,0.697,1,A06AC51,A02BA02,47769,1.329468207,2.016689619,1.637414038,3.50E-06,2.14E-05,109219,1.261650958,1.687997447,1.459336697,3.59E-07,7.23E-07,0,"ispaghula, combinations / ranitidine",++ -,NORMAL
A02BC04,A03FA01,0.004458829,2.77E-24,7.17259E+18,23,0.828,1,A06AC51,A04AA01,47769,1.306663804,1.982073888,1.609317932,7.59E-06,4.37E-05,2258,1.546012872,6.198455994,3.095624776,0.00142,0.002310871,0,"ispaghula, combinations / ondansetron",++ -,NORMAL
A05AA02,A03CA02,0.901091817,0.507396198,1.600261229,4199,0.722,1,A06AC51,A02BC05,47769,1.218205106,1.917736581,1.528462134,0.000247,0.001117851,524626,2.034177773,2.278737473,2.152987951,1.75E-154,1.69E-153,14,"ispaghula, combinations / esomeprazole",++ -,NORMAL
A10AB01,A02BX02,0.678425489,0.312402572,1.473294991,3059,0.327,1,A06AC51,A02BC03,47769,1.296533466,2.001186562,1.610777871,1.67E-05,9.09E-05,437068,1.721846158,1.966144833,1.83994536,1.50E-72,9.91E-72,7,"ispaghula, combinations / lansoprazole",++ -,NORMAL
A06AD12,A02BC03,0.000147739,1.58E-27,1.38182E+19,1070,0.744,1,A06AC51,A06AC01,47769,1.345005571,2.040279534,1.656558885,2.05E-06,1.30E-05,216101,1.518424637,1.844468105,1.673524966,3.16E-25,1.14E-24,0,"ispaghula, combinations / ispaghula (psylla seeds)",++ -,NORMAL
A09AA02,A02BX02,0.920262106,0.224022681,3.78034197,639,0.908,1,A06AC51,A03FA01,47769,1.29438067,1.972781091,1.597976755,1.30E-05,7.20E-05,72453,1.573425395,2.163034302,1.844823325,4.61E-14,1.23E-13,2,"ispaghula, combinations / metoclopramide",++ -,NORMAL
A02BA03,A10AB05,0.760117937,0.451927414,1.278478046,5831,0.3012,1,A06AC51,A02BC02,47769,1.216843349,1.939852064,1.536390602,0.000307,0.001362396,770822,2.295124257,2.514219482,2.402175289,0,0,18,"ispaghula, combinations / pantoprazole",++ -,NORMAL
A10BB07,A02BA02,0.780470954,0.390205173,1.561063135,3335,0.483,1,A06AC51,A06AD11,47769,1.270063807,1.970876895,1.582131288,4.26E-05,0.000217253,412188,1.797890119,2.05517829,1.92223431,9.22E-82,7.21E-81,9,"ispaghula, combinations / lactulose",++ -,NORMAL
A04AD12,A10AE04,0.43772253,0.160064141,1.197026465,2141,0.107,1,A06AC51,A02BC01,47769,1.326105947,2.031138898,1.64119023,5.24E-06,3.13E-05,334991,2.140650709,2.452295196,2.291180362,2.34E-126,2.14E-125,4,"ispaghula, combinations / omeprazole",++ -,NORMAL
A07EA02,A10AB05,0.020628939,1.22E-21,3.48159E+17,28,0.864,1,A02BD02,A02BD07,1635,0.518355657,4.994475752,1.609010491,0.411,0.623469923,7760,0.300124455,1.487222581,0.668095702,0.323,0.377540822,0,"lansoprazole, tetracycline and metronidazole / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A02BA04,A02BC03,0.014843966,1.58E-26,1.40E+22,18,0.881,1,A02BD02,A10BB01,1635,0.514706907,4.959263478,1.597675551,0.418,0.628862678,309487,0.838839266,1.040520883,0.934253592,0.216,0.269588724,0,"lansoprazole, tetracycline and metronidazole / glibenclamide",-+ -,NORMAL
A10AB06,A02BC04,0.014593259,1.61E-38,1.32E+34,8,0.92,1,A02BD02,A10BB07,1635,0.511948519,4.932614816,1.589101901,0.423,0.633900298,86470,0.782441806,1.168524562,0.956191649,0.662,0.710162083,0,"lansoprazole, tetracycline and metronidazole / glipizide",-+ -,NORMAL
A01AC01,A02BX02,0.003462024,6.52E-28,1.84E+22,46,0.845,1,A02BD02,A02BA02,1635,0.52552756,5.063712047,1.631294037,0.397,0.610424085,109219,1.251882386,1.674918576,1.448033516,6.20E-07,1.24E-06,0,"lansoprazole, tetracycline and metronidazole / ranitidine",++ -,NORMAL
A10BD03,A02BC01,0.000757025,3.36E-22,1.70811E+15,227,0.739,1,A02BD02,A02BC05,1635,0.608995862,5.869625641,1.89065537,0.27,0.477160714,524626,2.039627127,2.283469335,2.158107041,4.56E-157,4.55E-156,0,"lansoprazole, tetracycline and metronidazole / esomeprazole",++ -,NORMAL
A07AA02,A02BC01,0.000906416,2.03E-23,4.05497E+16,198,0.762,1,A02BD02,A02BC03,1635,0.590009223,5.686338006,1.831663688,0.295,0.504114809,437068,1.721970717,1.96531024,1.839621342,4.84E-73,3.26E-72,0,"lansoprazole, tetracycline and metronidazole / lansoprazole",++ -,NORMAL
A10AB06,A07EC02,0.003004596,9.90E-27,9.12E+20,51,0.833,1,A02BD02,A06AC01,1635,0.529569581,5.102700405,1.643847595,0.39,0.604699178,216101,1.509085296,1.833110699,1.663225902,1.15E-24,4.12E-24,0,"lansoprazole, tetracycline and metronidazole / ispaghula (psylla seeds)",++ -,NORMAL
